ids,titles,Date
MqY0EHaS6bE,CALLER: My European Friends Brag about the Wonders of Universal Healthcare -- Are They Right?,2020-04-25 17:30:04+00:00
GUoi-JCkG5Y,Ben Shapiro Performs &#39;Ave Maria&#39; on Violin,2020-04-21 21:37:00+00:00
8cJag7qYcHk,Ben Shapiro Exposes the Media&#39;s Hypocrisy on Trump&#39;s Coronavirus Response,2020-04-19 21:00:01+00:00
AhAs_h0omrI,"Ben Shapiro Q&amp;A (Coronavirus Edition): 5G Conspiracy, Police State Concerns, National Debt Crisis",2020-04-18 14:30:01+00:00
jkQ-lcJQ-j0,Ben Shapiro Tells Congress THE TRUTH About Leftist Insanity on College Campuses,2020-04-04 20:30:25+00:00
kwpIxieN4Qo,Ben Shapiro Gives Dating Advice to a Fan in His 20s; Recaps Meeting and Dating His Wife,2020-04-03 22:03:12+00:00
IZTjmXkR3aI,The Tide Rises | Ep. 982,2020-03-30 18:00:04+00:00
Oajoow_KTPA,Ben Shapiro Reacts to AOC&#39;s ABSOLUTELY INSANE Coronavirus Rant,2020-03-28 14:00:12+00:00
QB2drJIWI7Y,Ben Shapiro Takes the Political Compass Quiz,2020-03-25 00:20:42+00:00
0pn2bwa2zZc,Congresswoman Tries to Call Ben Shapiro Racist...Regrets it Immediately.,2020-03-22 20:00:02+00:00
Dcr__TzYyU0,"Ben Shapiro Q&amp;A - Overturning Roe v Wade, Star Wars Prequels, Gun Rights",2020-03-14 21:45:00+00:00
oRpvVZd4jdA,Trump Gets Serious About Coronavirus | Ep. 970,2020-03-12 17:00:13+00:00
3r7o2rsctzY,Ben Shapiro Describes the Pros and Cons of Being a Parent,2020-03-10 21:48:24+00:00
9bYZS9MAFcY,The Forces Of Chaos | Ep. 968,2020-03-10 17:00:02+00:00
GR4gUQIEsns,Ben Shapiro DEBUNKS White Privilege and &quot;Unconscious Bias&quot; Arguments,2020-03-09 21:15:00+00:00
3xq-q6a9tCM,Socialist Tells Ben Shapiro: Workers Should Own the Means of Production,2020-03-08 15:00:00+00:00
a-eg8YQF-hQ,A Canadian Challenges Shapiro on Socialized Medicine,2020-03-02 22:30:04+00:00
NaxtSPWcyI8,Cenk Uygur Exposes himself as the Biggest Hypocrite Ever,2020-02-25 23:00:04+00:00
TldNUrQaoiM,LIBERTARIAN CALLER: Objective Morality Does Not Exist,2020-02-25 00:30:01+00:00
O-vWK06seD8,"CALLER: Ben, you are WRONG about Vaccines",2020-02-24 01:30:02+00:00
TJKynBnhQ8k,Ben Shapiro Clashes with a Bernie Sanders Supporter (Ariel Gold),2020-02-21 01:30:00+00:00
44pfU8dkOOQ,Ben Shapiro Recaps Last Night&#39;s Democratic Debate DISASTER,2020-02-20 23:30:00+00:00
kJAKmjHBDNw,Gay Conservative Challenges Shapiro on Gay Marriage,2020-02-20 00:21:24+00:00
93etk69pZm8,HGTV Features First-Ever &quot;Throuple&quot; (A Marriage w/3 People),2020-02-15 01:06:42+00:00
alD65elcx4A,Caller Challenges Shapiro on the Negative Aspects of Capitalism,2020-02-11 01:15:01+00:00
Ay2Rxifgo4Q,Ben Shapiro SHREDS Democrats Over AWFUL Week,2020-02-05 21:11:20+00:00
r8JOV9zKG7k,The Iowa S***show | Ep. 946,2020-02-04 18:13:46+00:00
6RYuUbhB_co,I Watched A Bernie Sanders Rally From Beginning to End...This Is What I Learned,2020-02-03 22:00:00+00:00
Of-B58KrEHU,Caller Debates Ben Shapiro: &quot;Parents Should have the Right to Abort their Child&quot;,2020-01-30 00:15:00+00:00
FvLTzKEpq2o,BREAKING: Palestine Rejects Trump&#39;s Middle East Peace Proposal,2020-01-28 23:28:19+00:00
Bo_LLAczCf8,Joe Rogan Has Been &quot;Cancelled&quot; by Angry Leftists,2020-01-24 23:23:45+00:00
T5MaAdeV9Rs,HELP: My Co-Workers Are Intolerant Liberals - What Should I Do?,2020-01-23 01:10:35+00:00
U5CkUKiyHGk,"Ben Shapiro Q&amp;A - Big Tech Censorship, Jordan Peterson, Radical Islam",2020-01-18 13:30:02+00:00
o8YEQQmeyCA,"So Somber, So Serious, So Stupid | Ep. 934",2020-01-17 18:17:34+00:00
m9Mr12l8I40,Impeachment Hits The Senate | Ep. 933,2020-01-16 18:35:25+00:00
1CKj_xRpMG0,The Bernie Moment | Ep. 931,2020-01-14 18:04:14+00:00
CNplDy-ZY0I,Ben Shapiro Grades Each Candidate&#39;s Debate Performance,2019-12-21 00:25:12+00:00
PfNIprPgVi0,Big Win For BoJo | Ep. 916,2019-12-13 18:52:48+00:00
uff7RhOFXtI,"Despite No Hard Evidence, The Dems Move Impeachment Forward",2019-12-10 15:14:45+00:00
Ox5HSCNfs5g,A Very Merry Un-Thanksgiving To You! | Ep. 907,2019-12-02 18:10:18+00:00
GZ-UWFKk3Ro,Blowing The Whistle On The Whistleblower | Ep. 892,2019-11-07 18:42:38+00:00
ApedANqZBqA,Dana Perino | The Ben Shapiro Show Sunday Special Ep. 73,2019-10-20 12:00:04+00:00
AbuA5gl6tPs,Meghan McCain | The Ben Shapiro Show Sunday Special Ep. 71,2019-10-06 12:00:05+00:00
3Y2RoBbCCk8,Ben Shapiro &amp; Logan Paul: The Most Pressing Obstacle Facing Americans,2019-10-02 18:03:18+00:00
t_kcLONRmHQ,Liz Wheeler | The Ben Shapiro Show Sunday Special Ep. 66,2019-09-01 12:00:09+00:00
9S-vlF5VBFQ,Michael Knowles | The Ben Shapiro Show Sunday Special Ep. 62,2019-08-04 12:00:02+00:00
s1bUgxroNkU,David Barton | The Ben Shapiro Show Sunday Special Ep. 57,2019-06-30 12:00:04+00:00
FGfsFKOwCdA,Ted Cruz | The Ben Shapiro Show Sunday Special Ep. 54,2019-06-09 12:00:00+00:00
yXFGBPBGu8k,So. Much. Journalisming. | Ep. 794,2019-06-04 17:35:47+00:00
_9jEoCVcUBI,Dan Crenshaw | The Ben Shapiro Show Sunday Special Ep. 40,2019-03-03 13:00:05+00:00
MgDqdclnpiA,Larry Elder | The Ben Shapiro Show Sunday Special Ep. 39,2019-02-24 13:00:05+00:00
X621gCsG5U8,Trump Derangement Syndrome Is Terminal | Ep. 721,2019-02-20 19:06:54+00:00
